A man in swimming trunks is standing against some rocks.,A man in a gray shirt climbs a large rock wall.,1.0,['एक धूसर शरीर पहने हुए आदमी एक बड़े चट्टान की दीवार पर चढ़ता है।'],['कुछ चट्टानों के मुक़ाबले में कूदने वाले एक आदमी खड़ा है।']
Two white dogs walking in the snow.,A tan dog with a black collar barking in the snow.,2.0,['एक गाढा कोट वाला कुत्ता बर्फ में चीख मारता है।'],['दो सफेद कुत्ते बर्फ में चलते हैं।']
A woman wearing a pink shirt jumps in the air with her arms and legs spread to her sides.,A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side.,2.400000095367432,"['हाथ और पांव फैलाए हुए एक आदमी, जो लम्बक और धूप के चश्मा पहने हुए था, आसमान में उछलता है।']",['गुलाबी शरीर पहने हुए एक महिला आसमान में उछलती है।']
A dog runs through the grass.,Two dogs run through the brush.,2.799999952316284,['दो कुत्ते ब्रश में दौड़ते हैं।'],['एक कुत्ता घास में दौड़ता है।']
A dog running across the sand,A dog running through the water.,2.799999952316284,['पानी में दौड़ने वाला कुत्ता।'],['एक कुत्ता रेत के पार दौड़ता है']
A woman is attempting to ride a small wave.,A man and woman sitting back to back outside in the sun.,0.0,['एक पुरूष और स्त्री बाहर धूप में बैठी हैं।'],['एक महिला एक छोटी लहर पर सवार होने की कोशिश कर रही है।']
The black and white dog is swimming in the river.,A black man and his dog on the beach.,0.6000000238418579,['तट पर एक काले आदमी और उसका कुत्ता।'],['काला-श्वेत कुत्ता नदी में तैर रहा है।']
Man standing on top of jagged rocks near the ocean.,A man is standing on top of rocks overlooking the ocean.,4.599999904632568,['एक आदमी चट्टानों पर खड़ा है जो समुद्र को देख रहा है।'],['एक आदमी जो समुद्र के पास चट्टानों के ऊपर खड़ा है।']
A girl in a black and blue wet suit is surfing.,A woman wearing a black and blue striped suit is surfing on a wave.,4.400000095367432,"['एक महिला जो एक काले और नीले पट्टी पहनी हुई पोशाक पहनती है, एक लहर पर surfing कर रही है।']",['एक काले और नीले नुमा पोशाक पहने हुए लड़की सर्फिंग कर रही है।']
The woman is leading a dog through an obstacle course.,Woman leading her small dog through an obstacle course.,4.599999904632568,['महिला अपने छोटे कुत्ते को एक बाधा के रास्ते में चलाती है।'],['महिला एक बाधा के रास्ते में एक कुत्ता को चला रही है।']
Two dogs on the beach.,A dog walks on the beach.,2.400000095367432,['एक कुत्ता तट पर चलता है।'],['तट पर दो कुत्ते।']
A young boy is standing on a gray tiled area.,A young boy is practicing his karate in a gym.,1.0,['एक युवक एक व्यायामशाला में अपने काराते का अभ्यास कर रहा है।'],['एक लड़का एक धूसर टाइल वाले क्षेत्र पर खड़ा है।']
The dog is running with food in his mouth.,The dog is running with a yellow ball in his mouth.,2.200000047683716,['कुत्ता अपने मुंह में पीली गेंद के साथ दौड़ रहा है।'],['कुत्ता अपने मुंह में भोजन लेकर दौड़ रहा है।']
Two dogs running down a beach.,two dogs running on the beach,4.800000190734863,['दो कुत्ते तट पर दौड़ते हैं'],['दो कुत्ते एक तट पर दौड़ते हैं।']
A black and white dog swimming in the pool,A black and white dog running with something in his mouth.,2.0,['एक काले-श्वेत कुत्ता जो अपने मुंह में कुछ लेकर दौड़ता है।'],['एक श्वेत-श्वेत कुत्ता तालाब में तैदती है']
A dog has it's head inside a red and green gift bag.,A pet playfully investigates the contents of a gift bag.,3.799999952316284,['एक जानवर एक उपहार बैग के विषय में खेल-कूद से जांच करता है।'],['एक कुत्ते का सिर लाल और हरित उपहार बैग में होता है।']
A yellow shirted man wearing a golden sun mask.,"A man in a yellow shirt wears a gold, sun-shaped mask.",5.0,['पीले शर्ते पहने हुए एक आदमी ने सोने का सूर्य के आकार का मुखौटा पहना है।'],['एक पीले श्वेत वस्त्र पहने हुए श्वेत सूरज का मास्क पहने हुए व्यक्ति।']
A man is scalling a sheer rock face with a rope support.,A young man is doing a ski jump with a purple board.,0.4000000059604645,['एक युवा व्यक्ति बैंगनी बोर्ड के साथ स्की jump कर रहा है।'],['एक आदमी डोरियों के सहारे चट्टान की चट्टान पर चढ़ा रहा है।']
A child with his hands on his head.,A little boy stands with his hands on top of his head,4.199999809265137,['एक छोटा लड़का अपने सिर पर हाथ रखकर खड़ा है।'],['अपने सिर पर हाथ रखने वाला बच्चा।']
A man wearing a orange vest is canoeing in the blue water.,A man in an orange jacket raising his hands to the sky in the sand.,1.7999999523162842,['एक orange जैकेट पहने हुए आदमी रेत में आसमान की ओर हाथ उठाता है।'],['एक orange vest पहने हुए आदमी नीली पानी में कैनो कर रहा है।']
An old man in a black trench coat standing in a marketplace.,The baby is wearing a red shirt and walking in a plaza.,1.2000000476837158,['बच्चा लाल शरीर पहना हुआ है और एक मकान में चल रहा है।'],['एक वृद्ध व्यक्ति एक बाजार में खड़ा है।']
A man climbing a cliff face.,A man climbs a sheer cliff face.,4.800000190734863,['एक आदमी सीधी चट्टान पर चढ़ता है।'],['एक आदमी चट्टान पर चढ़ता है।']
Two girls are in pajama pants and appear to be dancing.,Two girls with baseball caps are eating a snack outside.,0.6000000238418579,['बीसबल टोपी पहने दो लड़कियां बाहर एक नाश्ता खाते हैं।'],['दो लड़कियां पायजमा में हैं और नृत्य कर रही हैं।']
A white and brown dog playing with a black toy.,A white and brown dog is playing tug-o-war.,3.400000095367432,['एक सफेद और भूरा कुत्ता टर्क-ओ-वार खेल रहा है।'],['एक सफेद और भूरा कुत्ता जो एक काले खिलौने के साथ खेल रहा है।']
A boy plays baseball.,A man is playing baseball.,3.0,['एक आदमी बेसबल खेल रहा है।'],['एक लड़का बेसबल खेलता है।']
A boy wearing a red shirt runs across the grass with a furry dog.,A sports fan is wearing face paint in the stands.,0.0,['एक खेल-प्रेमी स्टैंडों में चेहरे का रंग पहन रहा है।'],['लाल शरीर पहने हुए एक लड़का कुत्ते के साथ घास में दौड़ता है।']
A black dog retrieves in the snow.,A skateboarder jumping in the street.,0.0,['एक स्केटबोर्डर जो सड़क पर उछलता है।'],['एक श्वेत कुत्ता बर्फ में पकड़ता है।']
A smiling man and a baby girl posing for photo.,A smiling man holds a small child wearing pink and red.,3.200000047683716,['एक मुस्कुराते हुए आदमी pink और red पहने हुए एक छोटे बच्चे को पकड़ता है।'],['एक मुस्कुराते हुए आदमी और एक लड़की जो फोटो के लिए पोस कर रही है।']
A dog jumping for a Frisbee in the snow.,A dog is jumping in the snow.,3.200000047683716,['एक कुत्ता बर्फ में उछल रहा है।'],['एक कुत्ता बर्फ में फ्रिसबी के लिए उछल रहा है।']
A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.,The dog with the red collar is bearing it's teeth at the dog with the blue collar.,3.400000095367432,['लाल टोपी वाला कुत्ता नीली टोपी वाला कुत्ता पर दाँत लगा रहा है।'],['एक गुलाबी कोट वाला भूरा और सफेद कुत्ता बर्फ में एक नीले कोट वाला भूरा कुत्ता को चिल्ला रहा है।']
Two brown dogs are biting each other.,Two brown dogs biting each other on sand.,4.199999809265137,['दो भूरे कुत्ते रेत पर एक-दूसरे को काटते हैं।'],['दो भूरे कुत्ते एक-दूसरे को काट रहे हैं।']
A skateboarder attempts a trick on the side of a low wall.,A boy does skateboard tricks on a railing.,4.0,['एक लड़का एक रेलिंग पर स्केटबोर्ड की टर्क करता है।'],['एक स्केटबोर्डर एक कम दीवार के किनारे एक चाल का प्रयास करता है।']
A young girl doing a back flip in the water.,a young girl wearing purple running through water,2.799999952316284,['बैंगनी वस्त्र पहने हुए एक युवा लड़की पानी में दौड़ती है'],['एक छोटी लड़की पानी में पीठ फेरती है।']
A snowboarder rides a snowboard down a railing beside a flight of steps.,A boy is grinding a skateboard down a concrete wall.,0.800000011920929,['एक लड़का एक कंक्रीट दीवार के नीचे एक स्केटबोर्ड की खरगोश कर रहा है।'],['एक स्नोबॉडर एक स्नोबॉड पर पैरों की उड़ान के बगल में रेलिंग पर उतरता है।']
A woman with two men in hats socializing outside.,A young woman with a knit cap stands against the wall of a Domino's Pizza.,1.399999976158142,"[""एक नट टोपी पहने हुए युवा महिला Domino's Pizza की दीवार के सामने खड़ी होती है।""]","['एक स्त्री, जिसके दो लोग टोपी पहने हुए बाहर सामाजिक व्यवहार कर रहे हैं।']"
A small boy in a bathrobe is sitting in a metal chair.,A boy in a robe sits in a chair.,4.199999809265137,['एक वस्त्र पहने हुए लड़के एक कुर्सी में बैठते हैं।'],['बाथरूम में एक छोटा लड़का धातु की कुर्सी में बैठा है।']
A black dog is running through the snow.,A black pit bull dog is running through the dirt.,2.200000047683716,['एक काला पिट कुत्ता गंदगी में दौड़ रहा है।'],['एक काला कुत्ता बर्फ में दौड़ रहा है।']
a group of teenagers are dancing on a wooden floor.,A group of people in dark colored clothing are line dancing on a wooden floor.,3.400000095367432,['गहरे रंग के कपड़े पहने लोगों का एक समूह एक लकड़ी के फर्श पर नाच रहा है।'],['एक समूह किशोर एक लकड़ी के फर्श पर नाच रहे हैं।']
A young boy is riding a bike.,A young girl laying on a blue inflatable toy,0.4000000059604645,['एक नौजवान लड़की एक नीले फूले हुए खिलौने पर लेट रही है'],['एक लड़का सायकल चला रहा है।']
A black dog running in the snow.,A black dog running on a beach.,1.7999999523162842,['तट पर दौड़ने वाला एक श्वेत कुत्ता।'],['बर्फ में दौड़ने वाला एक श्वेत कुत्ता।']
Three dogs in the snow by a fence.,Two dogs drink water in a lake.,1.0,['दो कुत्ते एक झील में पानी पीते हैं।'],['एक पर्दे के पास बर्फ में तीन कुत्ते।']
A girl runs along a river bank with two black dogs.,A little boy is petting a tiger that is laying down.,0.2000000029802322,['एक छोटा लड़का बैठी हुई बाघ को पी रहा है।'],['एक लड़की दो काले कुत्ते के साथ नदी के किनारे दौड़ती है।']
"A teenage girl running on a beach shouting, with an older man walking behind her.",a young child running along the shore at a beach,1.7999999523162842,['एक छोटे बच्चे जो तट पर दौड़ता है'],['एक किशोरी लड़की समुद्री तट पर दौड़ती हुई चिल्लाती है और उसके पीछे एक वृद्ध आदमी चल रहा है।']
A brown and white dog is walking next to a man on a skateboard.,A blond child is laying on a branch of a tree in a green field.,0.0,['एक श्वेत बाल हरित मैदान में एक पेड़ की एक शाखा पर लटका हुआ है।'],['एक भूरा-श्वेत कुत्ता स्केटबोर्ड पर एक आदमी के पास चल रहा है।']
Man riding a surfboard on a wave.,A man in black on a surfboard riding a wave.,4.0,['एक काले रंग का आदमी surfboard पर लहर पर सवार हो रहा है।'],['एक लहर पर एक सरफलक पर सवार व्यक्ति।']
The man in the red shirt is climbing the side of a mountain.,A man is climbing the side of a mountain.,4.199999809265137,['एक आदमी पर्वत की ओर चढ़ रहा है।'],['लाल कुर्ता पहने हुए व्यक्ति एक पर्वत की ओर चढ़ रहा है।']
A man riding a motorcycle while wearing a black uniform.,A white motorcycle is being ridden around a race track.,1.399999976158142,['एक सफेद मोटरसाइकिल एक रेस ट्रैक के चारों ओर घूम रही है।'],['एक आदमी जो एक काले यूनिफर्म पहने हुए मोटरसाइकिल पर चल रहा है।']
a black dog swimming through a river.,a black dog digging through the snow.,1.2000000476837158,['एक काला कुत्ता बर्फ में खन रहा है।'],['एक काला कुत्ता नदी में तैरता है।']
A man and a woman are smiling.,A man and a woman laughing.,3.200000047683716,['एक आदमी और एक औरत हंस रहे हैं।'],['एक पुरूष और एक स्त्री मुस्कुरा रही हैं।']
A man is standing on top of a rock or mountain watching the sun set.,A man standing in the mountains watching a sunset.,4.800000190734863,['पर्वतों में खड़े एक आदमी सूर्यास्त को देख रहा है।'],['एक व्यक्ति एक चट्टान या पर्वत के ऊपर खड़ा है और सूर्यास्त को देख रहा है।']
Two little girls are playing on a trampoline.,Two little boys are playing on a playground.,1.399999976158142,['दो छोटे लड़के एक खेल मैदान में खेल रहे हैं।'],['दो छोटे-छोटे बच्चे टर्मिनल पर खेल रहे हैं।']
Two girls are jumping high in the air.,Two dogs nussle one another in the grass near a lake.,0.2000000029802322,['दो कुत्ते एक-दूसरे को एक झील के पास घास में झूलते हैं।'],['दो लडकियाँ उड़ती हैं।']
The woman holding a black purse is smoking a cigarette.,A woman with a black bag is smoking a cigarette,4.800000190734863,['एक काला बैग वाली महिला सिगरेट पी रही है।'],['एक काला बटुआ धारण करने वाली स्त्री सिगरेट पी रही है।']
A dog is running along the grass.,A brown dog is running in the grass.,4.199999809265137,['एक भूरा कुत्ता घास में दौड़ रहा है।'],['एक कुत्ता घास के किनारे दौड़ रहा है।']
A man with long hair is looking through a camera.,A woman stands against a wall near a video camera.,1.0,['एक महिला वीडियो कैमरा के पास दीवार के सामने खड़ा है।'],['एक लंबे बालों वाला आदमी एक कैमरा से देख रहा है।']
Brown dog running on grass.,The dog is running on grass.,4.0,['कुत्ता घास पर दौड़ रहा है।'],['भूरा कुत्ता घास पर दौड़ता है।']
Two people wearing hats sit and look at the camera.,A man wearing a blue shirt makes a grouchy face.,0.0,['एक आदमी जो नीली शरीर पहनता है उसके चेहरे को गड़बड़ कर देता है।'],['टोपी पहने दो लोग बैठते हैं और कैमरा देखते हैं।']
Two girls playing with people and flowers behind them.,Two young girls wearing skirts are playing in a garden.,3.200000047683716,['दो छोटे-छोटे लड़कियां एक बगीचे में खेल रहे हैं।'],['दो लड़कियां उनके पीछे लोगों और फूलों के साथ खेलती हैं।']
A girl in a pink shirt is sprawling her limbs out in midair.,A man dressed in a Santa suit is climbing up a large concrete building.,0.0,['एक Santa सूट पहने हुए आदमी एक बड़े कंक्रीट इमारत पर चढ़ रहा है।'],['गुलाबी शरीर पहने हुए एक लड़की हवा में अपने अंग फैला रही है।']
A little girl in a red shirt pulls a kite.,A girl in a red shirt takes a picture on a phone.,1.399999976158142,['लाल कुर्ता पहने हुए एक लड़की फोन पर तस्वीर लेती है।'],['लाल शरीर में एक छोटी लड़की एक पतंग खींचती है।']
Child sliding in the snow.,Man sleeping on the street.,0.0,['एक आदमी जो सड़क पर सोता है।'],['बच्चे बर्फ में खिसकते हैं।']
Three dogs are playing in the water.,Three dogs swim in the water.,4.199999809265137,['तीन कुत्ते पानी में तैरते हैं।'],['तीन कुत्ते पानी में खेल रहे हैं।']
A white dog running on sand.,A white dog runs on the sand.,5.0,['एक सफेद कुत्ता रेत पर दौड़ता है।'],['एक सफेद कुत्ता रेत पर दौड़ता है।']
A little girl with her hands in the air is sitting on a man's back while he is laying on a blanket.,A kid runs in the opposite direction of others who were playing a game.,0.2000000029802322,['एक बच्चा खेल रहे अन्य लोगों के विपरीत दिशा में दौड़ता है।'],['एक लड़की अपने हाथों को हवा में रखकर एक आदमी के पीठ पर बैठी है जबकि वह एक कम्बल पर पड़ा है।']
a red and white race car racing on a dirt racetrack.,A person is riding a dirt bike in a race on a dirt track.,1.399999976158142,['एक व्यक्ति एक गंदगी ट्रैक पर दौड़ में गंदगी सायकल चला रहा है।'],['एक लाल और सफेद रेस कार एक गंदी रेसट्रैक पर रेस कर रहा है।']
A black and white dog is running through a cow field.,A large black and white dog runs in the ocean water,2.200000047683716,['एक बड़ा काले-श्वेत कुत्ता समुद्र के पानी में दौड़ता है।'],['एक काले-श्वेत कुत्ता गाय के खेत में दौड़ रहा है।']
A man in a straw hat shades his phone while others walk on a busy sidewalk.,A man lies on a street with his headand shoulders under a parked car that is jacked up.,0.6000000238418579,['एक आदमी अपने सिर और कंधे के साथ एक पार्क किए हुए कार के नीचे एक सड़क पर पड़ा है।'],['एक आदमी अपने फोन को छाँव में डालता है जबकि अन्य लोग एक व्यस्त फुटपाथ पर चलते हैं।']
A man with a messenger bag in front of a gray tile wall.,Man in red jacket standing in front of lighthouse.,0.800000011920929,['लाल जाकेट पहने हुए आदमी प्रकाशघर के सामने खड़े होते हैं।'],['धूसर टाइल की दीवार के सामने एक आदमी के साथ एक संदेशवाहक बैग।']
A dog swims in the water.,Three dogs swim in the water.,3.200000047683716,['तीन कुत्ते पानी में तैरते हैं।'],['एक कुत्ता पानी में तैरता है।']
A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.,4.599999904632568,['एक सफेद वक्र केश वाला कुत्ता अपने मुंह में एक चिड़ी के साथ दौड़ता है।'],['एक छोटा-सा सफेद वक्र केश वाला कुत्ता अपने मुंह में एक चिड़ी लेकर पदपथ से गुजरता है।']
"The blonde woman is wearing a black, american flag, tartan cap.",A red-haired woman is wearing a black beret adorned with the American flag.,2.799999952316284,"['एक लाल बालों वाली महिला एक काले बैरेट पहनती है, जिसे अमरीकी झंडा से सजाया गया है।']","['blonde महिला एक काला, अमरीकी झंडा, टर्टान टोपी पहनती है।']"
A person holding a net is standing in the water.,A black woman and two black children are sitting in a thatched tent.,0.6000000238418579,['एक श्वेत स्त्री और दो श्वेत बच्चे एक खजूर के तंबू में बैठे हैं।'],['एक व्यक्ति जो जाल पकड़ता है पानी में खड़ा है।']
A woman in an red tracksuit squeezing lemons in a press.,A young woman in a pink hoodie takes a picture.,0.4000000059604645,['गुलाबी टोपी पहने एक युवा महिला एक तस्वीर लेती है।'],['लाल ट्रैक सूट पहने एक महिला जो एक प्रेस में लिमोन दबा रही है।']
a man walks two dogs on leashes down the street,A man walks two dogs in the city.,4.199999809265137,['एक आदमी शहर में दो कुत्ते चलता है।'],['एक आदमी दो कुत्तों को सड़क पर लेश पर चलता है']
A dog is running in the snow.,Two dogs running in the dirt,2.200000047683716,['दो कुत्ते गंदगी में दौड़ते हैं'],['एक कुत्ता बर्फ में दौड़ रहा है।']
A small boy playing in the snow.,The brown and white dog is playing in the snow.,1.600000023841858,['भूरा-श्वेत कुत्ता बर्फ में खेल रहा है।'],['एक छोटा लड़का जो बर्फ में खेल रहा है।']
A woman in a blue shirt and tan shorts sits at a table.,A smiling young woman in a tourquoise shirt and bandanna poses at table outdoors.,3.200000047683716,['बाहर मेज पर एक मुस्कुराते हुए युवा महिला टूरकोइस शर्ते और बैंडना पोज करती है।'],['एक नीले कमर और गाढ़े कमर पहने हुए महिला एक मेज पर बैठी है।']
a white dog running in the snow,The dogs are running in the snow.,3.200000047683716,['कुत्ते बर्फ में दौड़ रहे हैं।'],['बर्फ में दौड़ने वाला एक सफेद कुत्ता']
The black dog is running through the snow.,A race car driver is driving his car through the mud.,0.0,['एक रेस कार ड्राइवर अपनी कार मिट्टी के बीच में चला रहा है।'],['काला कुत्ता बर्फ में दौड़ रहा है।']
A dog wearing a green sweater and a backpack walking on snow.,A small dog wearing a green sweater and a backpack walks through snow.,4.400000095367432,"['एक छोटा सा कुत्ता, जो हरित जूता और बैक पैक पहनता है, बर्फ के बीच चलता है।']",['एक श्वेत जूता और बैक पैकेट पहने हुए कुत्ता बर्फ पर चल रहा है।']
A group of people sitting around a desk.,A group of girls on a beach.,0.6000000238418579,['तट पर लड़कियों का एक समूह।'],['एक डेस्क के चारों ओर बैठे लोगों का एक समूह।']
Three dogs are running in a field.,Two dogs are running in a grassy field,2.799999952316284,['दो कुत्ते घास के मैदान में दौड़ रहे हैं।'],['तीन कुत्ते मैदान में दौड़ रहे हैं।']
A man and woman with their hands on their chins are standing next to a Christmas tree.,The man with a white beard and blue cap is standing in the doorway of a workshop.,0.4000000059604645,['सफेद दाढ़ी और नीले टोपी वाला आदमी एक कार्यशाला के दरवाजे में खड़ा है।'],['एक पुरूष और एक स्त्री अपने कंठों पर हाथ रखकर क्रिसमस के पेड़ के पास खड़े हैं।']
The black and white dog has a stick in his paws.,A black dog and a white dog are standing on snow.,1.2000000476837158,['एक काला कुत्ता और एक सफेद कुत्ता बर्फ पर खड़े हैं।'],['काले-श्वेत कुत्ते के पांवों में एक चिड़ी है।']
A white dog running through the snow,The black and white dog runs through the grass.,1.399999976158142,['काला-श्वेत कुत्ता घास में दौड़ता है।'],['एक सफेद कुत्ता बर्फ के बीच दौड़ता है']
A man on skis on a snow-covered hill with mountains in the background,A dog enjoys a romp in the water with mountains and sand in the background.,0.6000000238418579,['पर्वतों और रेत के पृष्ठभूमि में एक कुत्ता पानी में खेलने का आनंद लेता है।'],['एक व्यक्ति स्की पर एक बर्फ से ढके हुए पहाड़ी पर पहाड़ों के साथ पृष्ठभूमि में']
A man on a bike nest to a river.,A man on a bike does a very high jump.,1.2000000476837158,['एक व्यक्ति एक साइकिल पर बहुत ऊंची चढ़ाई करता है।'],['एक आदमी एक नदी के किनारे एक साइकिल के घोंसले पर।']
A skier going down the snowy hill.,A brown dog is laying in the snow.,0.4000000059604645,['बर्फ में एक भूरा कुत्ता पड़ा हुआ है।'],['एक स्कीयर बर्फबारी पहाड़ी में नीचे जा रहा है।']
Two dogs are running on the grass.,Two dogs running in the dirt,3.5999999046325684,['दो कुत्ते गंदगी में दौड़ते हैं'],['दो कुत्ते घास पर दौड़ रहे हैं।']
A man is spraying a fluid from a long hose at the beach.,A guy is sitting on his bike with one wheel in the air.,0.6000000238418579,['एक आदमी हवा में एक चक्र के साथ अपने सायकल पर बैठा है।'],['एक आदमी समुद्र तट पर एक लंबा नल से तरल पदार्थ छिड़का रहा है।']
A person in a red vest is touching the blue ice skates on another person.,A lady fastens someone's ice skates in the snow.,2.200000047683716,['एक महिला बर्फ में किसी की बर्फ स्केट्स को बांधती है।'],['एक लाल जैकेट पहने हुए व्यक्ति एक अन्य व्यक्ति पर नीली बर्फ स्केट्स को छू रहा है।']
A girl bounces upside down on her head on a trampoline.,A girl is bouncing on her head on a trampoline.,4.800000190734863,['एक लड़की टर्मिनल पर अपने सिर पर कूद रही है।'],['एक लड़की अपने सिर पर टेम्पलेट पर उलटी-पलटती है।']
A woman standing in front of trees and smiling.,A man is walking by trees in front of the city skyline.,2.0,['एक आदमी शहर की आकाशरेखा के सामने पेड़ों पर चल रहा है।'],['पेड़ों के सामने खड़े और मुस्कुराते हुए एक महिला।']
A boy doing a back flip into a swimming pool.,A boy wearing red and blue swim trunks jumping head first into a swimming pool.,2.400000095367432,['लाल और नीली वस्त्र पहने हुए एक लड़का पहले एक तालाब में सिर से उछलता है।'],['एक लड़के की पीठ एक तालाब में पलट रही है।']
three little boys cover themselves with bubbles.,Three children standing by a pool are covered in foam bubbles.,4.199999809265137,['एक तालाब के पास खड़े तीन बच्चे बूंदों से ढके हुए हैं।'],['तीन छोटे लड़कों ने अपने आप को बुलबुले से ढक लिया।']
The boy is looking up at the girl as another girl ignores them.,the boy is diving into the pool as the couple watch.,0.2000000029802322,['लड़का तालाब में कूद रहा है और जोड़ा देख रहा है।'],"['लड़का लड़की को देख रहा है, जबकि एक और लड़की उन्हें अनदेखी कर रही है।']"
A black dog with a blue collar is running in the snow.,A black dog with a red collar plays in the snow.,3.200000047683716,['एक श्वेत कुत्ते का लाल कोट बर्फ में खेल रहा है।'],['एक ब्लू कॉलर वाला काला कुत्ता बर्फ में दौड़ रहा है।']
A bird sits in a tree.,A bird sits in a leafless tree.,3.799999952316284,['एक पक्षी बिना पत्ते के पेड़ में बैठा है।'],['एक पक्षी पेड़ में बैठा है।']
A brown dog chews on an orange ball.,A dog has an orange ball in its mouth.,4.0,['कुत्ते के मुंह में एक नारंगी गेंद है।'],['एक भूरा कुत्ता नारंगी गेंद पर चबाता है।']
A brown dog jumping into the air to catch a ball.,three young woman jumping into the air to catch a ball.,0.6000000238418579,['तीन युवा महिला एक गेंद पकड़ने के लिए हवा में उछलती हैं।'],['एक भूरा कुत्ता जो गेंद को पकड़ने के लिए हवा में उछलता है।']
